Kode,KodeSupplier,Nama,Harga,Satuan,Barcode
1000                ,00004     ,MR SABUN MUTIARA 85 GR,13406.25,PCS  ,8995151110291       
1003                ,00040     ,SOKLIN SMART WHITE 800,17250.00,DOS  ,8998866605809       
1004                ,00031     ,NIVEA FAC SCRUB 100 GR,14113.75,PCS  ,8999777811242       
1005                ,00031     ,NIVEA GENTLE FAC.WASH 100,15682.50,PCS  ,8999777811112       
1006                ,00131     ,NIVEA GENTLE FCL SCRUB 40,6118.75,PCS  ,8999777811495       
101                 ,00019     ,DELFI BRIKO VAN 125 GR,6270.00,PCS  ,8991001780218       
102                 ,00019     ,SELAMAT WFR CHOCO 198,6270.00,PCS  ,8991001780492       
1026                ,00040     ,NUVO REFF KUNING/GOLD 250,7115.00,PCS  ,8998866602990       
1027                ,00040     ,NUVO REFF HIJAU 250,7187.50,PCS  ,8998866602983       
1028                ,00040     ,NUVO FAMILY MERAH   80G,1281.25,PCS  ,8998866602556       
1029                ,00040     ,NUVO FAMILY BIRU   80GR,1393.75,PCS  ,8998866602549       
1030                ,00040     ,NUVO FAMILY KNG 80GR,1393.75,PCS  ,8998866602570       
1031                ,00040     ,NUVO FAMILY HIJAU  80GR,1281.25,PCS  ,8998866602563       
1032                ,00040     ,SOKLIN SMART COLOUR SASET,2971.25,PCS  ,8999999392963       
1034                ,00040     ,NUVO REFF MERAH 250ML,7187.50,PCS  ,8998866602976       
1035                ,00040     ,NUVO REFF PUTIH 250,7115.00,PCS  ,8998866602969       
1037                ,00040     ,BOOM JERUK NIPIS 1 KG,5625.00,PCS  ,8999999390525       
1038                ,00040     ,NUVO FAMILY COOL,1393.75,PCS  ,8998866606158       
104                 ,00112     ,SEPATU GHEST 0901,10875.00,PCS  ,104                 
1041                ,A110      ,ROMA SARI GANDUM ROLL 149,3951.25,DOS  ,8996001302248       
1042                ,00167     ,IMPERIAL BW ERIG  250,11825.00,PCS  ,8999999390549       
1046                ,00174     ,DAHLIA REF CF ALL VAR K-241,10057.50,PCS  ,8886012824139       
1051                ,A0015     ,MUKENA AL MADINAH TERUSAN,6460.00,PCS  ,                    
1056                ,00172     ,HIT AER EXPERT BLOOM TEA 225,1082.50,PCS  ,8992745705604       
1057                ,00112     ,SEPATU KITANO KN,1662.50,PCS  ,1057                
1059                ,00002     ,SERENA EGG ROLL CHOCO55,9013.75,PCS  ,8888166994232       
1060                ,00040     ,FRES SB ORANGE 80,1300.00,PCS  ,8998866800204       
108                 ,00054     ,MR.P KCG MADU R.25,1098.75,PACK ,8992709818258       
1080                ,00051     ,SHINZU`I HANA 90,2763.75,PCS  ,8992946512223       
1081                ,00051     ,SHINZU`I KIREI 90,2763.75,PCS  ,8992946512285       
109                 ,00054     ,MR.P KCG BALADO R. 20,1098.75,PACK ,8992709838256       
110                 ,00002     ,MONA KOPYOR,4562.50,DOS  ,8888166991002       
1100                ,00174     ,SEAGULL NAPTH 25 G/ SG-519/P,1150.00,PACK ,8886012895207       
1102                ,A0110     ,CUSSONS B LOT FRESH&NOUR 200,1087.50,PCS  ,8998103014340       
1104                ,00040     ,SOKLIN MATIC FRONT LOAD 1KG,20000.00,DOS  ,8998866602082       
1105                ,00040     ,SOKLIN PRO/ POWER 900,15625.00,DOS  ,8998866602600       
1106                ,00040     ,SOKLIN HIGINIS 900,15625.00,DOS  ,8998866600439       
1107                ,00040     ,SOKLIN MATIC FRONT LOAD 2KG,39750.00,DOS  ,8998866602099       
1108                ,00040     ,SOKLIN PRO 320 GR,4487.50,PCS  ,8998866602594       
1109                ,00040     ,SOKLIN HIGINIS 380,4487.50,PCS  ,8998866600491       
111                 ,00019     ,DELFI TWISTER M CKT 80,3891.25,PCS  ,8991001780232       
1110                ,00040     ,SOKLIN HIGIENIS 6X29,2260.00,PCS  ,8998866604659       
1111                ,A0111     ,TELUR AYAM NEGERI ISI 10,2260.00,PCS  ,1111                
1112                ,00172     ,POLYTEX SABUT SPON EXT,2385.00,PCS  ,8992742360264       
1114                ,00040     ,SOKLIN SOFTERGENT PINK 800,15625.00,DOS  ,8998866607315       
1116                ,00040     ,SOKLIN POWER 60 GR,1031.25,PCS  ,1116                
112                 ,00019     ,BISA KHUSUS,2137.50,DOS  ,112                 
1120                ,00040     ,SOKLIN SMART COLOUR 800,18000.00,DOS  ,8998866605816       
1121                ,00040     ,SOKLIN SMART CLEAN SASET,2971.25,PCS  ,8998866602822       
113                 ,00019     ,CERES HGL CLASSIC 90,5747.50,PACK ,8991001301017       
114                 ,00019     ,CERES HGL FESTIVE 90,3327.50,PACK ,8991001301024       
1146                ,00051     ,BUKRIM DET SAC 6X40G,2500.00,PCS  ,8993335510929       
1147                ,00051     ,SHINZU`I FACIAL WASH 40,6160.00,PCS  ,8992946514302       
1149                ,00051     ,SHINZU`I SAKURA 90,2763.75,PCS  ,8992946521409       
115                 ,00019     ,DELFI CHA CHA WARNA 30,1870.00,BOX  ,8991001501059       
1150                ,00019     ,OLAY BD WASH EXTSENSI 354,32051.25,PCS  ,8999999391751       
1152                ,00040     ,WINGS BIRU 1/4 POT,1580.00,PCS  ,8998866600460       
1153                ,00040     ,WINGS WB900P POT,4458.75,PCS  ,8998866600644       
1154                ,00040     ,WINGS BIRU 1/2 POT,3125.00,PCS  ,8998866670692       
1155                ,00040     ,WINGS BIRU 500 K 209G,2250.00,DOS  ,8998866670722       
1156                ,00040     ,WINGS BIRU WB900 / 540GR,5450.00,DOS  ,8998866670739       
1157                ,00040     ,WINGS PORC HIJAU BTL 400,27031.25,PCS  ,8998866604420       
1159                ,00031     ,RESIK-V 90 SIRIH,5000.00,PCS  ,8993417162145       
116                 ,A0002     ,TURBO JAGUNG SAPI PANGG 75,2203.75,PCS  ,8993172960963       
1160                ,00051     ,SHINZU`I MYORI 90,2763.75,PCS  ,8998866670777       
1162                ,00172     ,HIT AER EXPERT BLOOM TEA 600,572.50,PCS  ,8992745705581       
1163                ,00016     ,FINNA DUA MENARA 1 KG,10175.00,PCS  ,8991818000172       
1165                ,A0012     ,KWACI RE-BO GREEN TEA 150,8312.50,PCS  ,8995108509499       
1166                ,00067     ,L`AGIE GOODDAY PANDAN,12093.75,PCS  ,8992957352122       
117                 ,00054     ,MR.P KCG MENTE MADU 40,5701.25,PCS  ,8992709718404       
1173                ,A0098     ,WRD EXCL MATTE LIP C 05 4GR,1253.75,PCS  ,8993137693806       
118                 ,00054     ,MR.P KCG MENTE ASIN 40,5701.25,PCS  ,8992709728403       
1180                ,00158     ,TIM TAM SMALL WFR 11,5,500.00,PCS  ,8886015428112       
1185                ,00090     ,ALKALINE LR-03 (ISI 2),7936.25,LSN  ,8886022941512       
1187                ,00090     ,BATERAI ABC TGG R-14 ISI 2,1910.00,PCS  ,8886022931322       
1188                ,A0034     ,EVEREADY BSR 1050 SW2 - 2S,6802.50,PCS  ,8999002319659       
1189                ,A0034     ,EVEREADY A2 MRH 4`S/1015,2857.50,PCS  ,8999002310564       
119                 ,A0002     ,SIMBA RILLAS BAG 50,3725.00,PCS  ,8993172890017       
1191                ,A0049     ,TURBO JAGUNG SWEET SPICY,2203.75,PCS  ,8993172890116       
1193                ,00090     ,BATERAI ABC BESAR R-20_1`S,3500.00,PCS  ,3333333333          
1194                ,00090     ,BATERAI ABC KECIL R-6,1450.00,LSN  ,8886022830243       
1197                ,A0012     ,PIATOS DUO DGG BKR-NORI 506,1196.25,PCS  ,8996196003456       
120                 ,A0002     ,SIMBA TUFFIS COKLAT 50,3253.75,PCS  ,8993172995644       
1202                ,0185      ,SIDO MULIA KOPI KNG 250,11875.00,KG   ,1202                
1203                ,00026     ,SAMPOERNA MILD MENTOL 12,5375.00,PCS  ,8999909055063       
1204                ,00026     ,DJISAMSOE SUP PREM REF 12,13578.75,SLOP ,8999909028999       
1205                ,00027     ,PALL MALL LIGHT MENTOL,5562.50,SLOP ,8994790501101       
1206                ,00131     ,JELYGAR JERUK,2083.75,PCS  ,8994021101704       
1207                ,00031     ,OVALE FACE PAPER 100 LBR,3731.25,PCS  ,8993417122026       
1208                ,00173     ,KEPALA JENGGOT TEH 40G,1375.00,PCS  ,8992797550252       
1209                ,00019     ,HELLO PANDA ALL VARIANT 12 G,1310.00,BOX  ,8994504102129       
1210                ,A0110     ,CUSSONS KIDS SHP B&S 100ML,4008.75,PCS  ,8998103015415       
122                 ,00054     ,MR.P KACANG MENTE ASIN 80,12552.50,PCS  ,8992709728809       
1220                ,194       ,ABC WHITE COFFEE INSTAN 5+1,2552.50,DOS  ,8991002101333       
1221                ,00019     ,ABC CAPUCINI COFFE CR,2552.50,PCS  ,711844165809        
1222                ,00019     ,ABC CAPUCINI CHOCOLATE 200,2552.50,PCS  ,711844165854        
1226                ,00019     ,ABC SPC G SUSU 625 ML,12553.75,DOS  ,711844156142        
1228                ,00012     ,SOSRO GREEN TEA MD LMN200,1901.25,PCS  ,8996006855251       
1229                ,A0106     ,ABC JUICE SIRSAK 250ML,3157.50,DOS  ,711844160095        
1230                ,A0106     ,ABC JUICE SLIM APPLE 250,3172.50,PCS  ,711844160057        
1231                ,A0106     ,ABC JUICE SLIM JAMBU 250,3172.50,PCS  ,711844160071        
1232                ,A0106     ,ABC JUICE SLIM LYCHE 250,3157.50,PCS  ,711844160033        
1233                ,A0106     ,ABC JUICE SLIM MGG 250ML,3172.50,PCS  ,711844160118        
1234                ,A0106     ,ABC JUICE SLIM ORG 250ML,3157.50,PCS  ,711844160019        
1235                ,A0106     ,ABC KC HIJAU 200ML KHKS,2080.00,DOS  ,711844162402        
1236                ,A0106     ,ABC KC HIJAU 250 KHBS,2541.25,DOS  ,711844162419        
1237                ,A0098     ,WRD EXCL MATTE LIP C 11 4GR,1253.75,PCS  ,8993137694490       
124                 ,00176     ,GERY WFR CREAM CKT 80,2303.75,PCS  ,8992775312230       
1242                ,A0106     ,ABC SARI ASAM/TAMARIND 250,3078.75,DOS  ,711844162426        
1244                ,00019     ,ABC SQUASH LYCHEE 580,9752.50,DOS  ,711844150034        
1245                ,00019     ,ABC SQUASH MANGGA 580,9752.50,DOS  ,711844150065        
1246                ,00019     ,ABC SQUASH ORANGE 580 ML,9752.50,DOS  ,711844150003        
1247                ,00019     ,ABC SQUASH PINEAPPLE 580,9781.25,DOS  ,711844150027        
125                 ,A0002     ,SIMBA TUFFIS COKLAT BAG 20,1363.75,PCS  ,8993172995149       
1250                ,00019     ,ABC SQUASH SIRSAK 585,9752.50,PCS  ,711844150041        
1253                ,00019     ,ABC SPC G COCOPANDAN 585,13161.25,DOS  ,711844154506        
1254                ,00019     ,ABC SPC G FRAMBOZE 600,12095.00,DOS  ,711844154520        
1255                ,00019     ,ABC SPC G MELON 585,13132.50,DOS  ,711844154568        
1258                ,00019     ,ABC SPC G MOCCA 600,13161.25,DOS  ,711844154537        
126                 ,00176     ,GERY WFR COKLAT ROOL 45,1938.75,PCS  ,0                   
1260                ,00069     ,FANTA ROYAL CAN ANGGUR 330,3947.50,DOS  ,8992761111373       
1264                ,00007     ,CLUB GELAS BESAR 48 X 250 ML,14187.50,DOS  ,1264                
1265                ,00007     ,CLUB GELAS MINI 48 X 150 ML,3720.00,DOS  ,1265                
1268                ,00003     ,AQUA 1500 ML,2672.50,DOS  ,8886008101091       
1269                ,00003     ,AQUA 330 ML,1056.25,DOS  ,8886008101336       
127                 ,A0049     ,SIMBA CHOCO CHIP 55,3725.00,PCS  ,8992741995726       
1270                ,00031     ,MULTI MP-08 SP 1000GR,366.25,PCS  ,8992931025080       
1271                ,A0049     ,RICHOCO AHH 50G,6066.25,PCS  ,8993175544931       
1276                ,00019     ,BENDERA UHT MILKY CHOCO 180,2275.00,PCS  ,8992753182206       
1278                ,00019     ,BENDERA UHT MILKY STROW 180,2275.00,PCS  ,8992753184200       
1279                ,00019     ,BENDERA UHT MINI CKT 115,1875.00,PCS  ,8992753182008       
1281                ,00019     ,ABC KEDELAI MILK BANTAL,1180.00,DOS  ,711844167018        
1283                ,00112     ,MUKENA QUBBAH MEDINA POLOS,5000.00,PCS  ,1283                
1285                ,00071     ,KARA SARI KLP CCPDN 360,3231.25,PCS  ,8992709358365       
1286                ,A0094     ,NU GREEN TEA LESS SUGAR 500,3500.00,DOS  ,8992388101054       
1287                ,00019     ,NU GREEN TEA HONEY 500,3500.00,DOS  ,8992388101023       
1289                ,207       ,HOTIN CREAM ARMTHRP BTL 120M,3625.00,PCS  ,8997021870403       
129                 ,A0110     ,CUSSONS LOTION F&N  100ML,500.00,PCS  ,8998103014333       
1294                ,207       ,HOTIN CREM ARMTHRP TUBE 60ML,2406.25,PCS  ,8997021870595       
1297                ,00043     ,CALPICO WATER STRW 200 ML,2406.25,PCS  ,8992714042051       
1298                ,00043     ,CALPICO WATER WHITE 200,2406.25,PCS  ,8992714041054       
1299                ,00019     ,NU JUV ORANGE CITROEN 500 ML,3937.50,PCS  ,8992388103010       
1300                ,00004     ,COCA-COLA 1.5 LT,11125.00,PCS  ,8992761136017       
1301                ,00069     ,COCA-COLA CAN 330 ML,3947.50,PCS  ,8992761111014       
1302                ,00046     ,INDOCAFE COFFEMIX JAHE 30`S,3906.25,PACK ,9311931044140       
1303                ,187       ,WISMILAK DIPLOMAT 16,12323.75,SLOP ,8994214110162       
1305                ,00046     ,INDOCAFE COFFEMIX 30 X 20G,23773.75,DOS  ,9311931184075       
1308                ,A0030     ,ENERGEN CHOCO BAG 10,10468.75,DOS  ,8996001603024       
1310                ,A0030     ,ENERGEN COKLAT 5X29G,975.00,DOS  ,8996001440049       
1311                ,194       ,ENERGEN VANILLA BOX,5495.00,PCS  ,8886001100909       
1312                ,00167     ,POP ICE MANGGA BOX,4445.00,PCS  ,8998009020339       
1313                ,00112     ,MUKENA AMIE S,3652.50,PCS  ,                    
1315                ,00112     ,SAJADAH KECIL INTEKSA,3652.50,PCS  ,                    
1318                ,00019     ,REJOICE SHP ANTI FRIZZ 170,8125.00,PCS  ,4902430429368       
1319                ,00071     ,EXTRA JOSS 6`S ACTIVE,4675.00,PCS  ,8993058000653       
1320                ,00019     ,REJOICE SHP ANTI FRIZZ 90,6066.25,PCS  ,4902430252560       
1321                ,00019     ,REJOICE SHP AF 5.5MLX6,3541.25,STR  ,4902430660556       
1323                ,00069     ,FANTA ROYAL CAN JERUK 330,2968.75,DOS  ,8992761111380       
1324                ,00004     ,FANTA STRAW 1.5 PET,10937.50,PCS  ,8992761136055       
1325                ,00069     ,FANTA STRAW CAN 330ML,3947.50,PCS  ,8992761111045       
133                 ,00158     ,TORABIKA CREAMY LATTE PROMO,7500.00,PCS  ,8998666001818       
1330                ,00069     ,FRUIT TEA LEMON 200 ML,1615.00,PCS  ,8996006220011       
1331                ,00012     ,FRUIT TEA STRAWBERRY 318,2916.25,PCS  ,8996006763303       
1332                ,00012     ,FRUIT TEA ORANGE 200ML,1615.00,PCS  ,8996006742018       
1335                ,00008     ,AGRO SARI JERUK 500,3486.25,PCS  ,8995181600250       
1336                ,00112     ,SEPATU CALPICO,2067.50,PCS  ,1336                
1337                ,00004     ,SEPATU ARDILES QUANTUM,2067.50,PCS  ,1337                
1338                ,00112     ,SEPATU PRECISE BRAVO/SKY A,2067.50,PCS  ,1338                
1342                ,00046     ,INDOCAFE CAPUCINO 15,14875.00,PCS  ,9311931189049       
1343                ,00046     ,INDOCAFE CAPUCINO 50S,47368.75,PCS  ,9311931189056       
1344                ,00046     ,INDOCAFE CAPUCINO 25 GR,1172.50,PACK ,9311931029017       
1345                ,00046     ,INDOCAFE CAPUCINO KTK 5X25G,6916.25,PCS  ,9311931189018       
1346                ,00046     ,INDOCAFE TRI HAPPINESS KTK 5,7081.25,PCS  ,9311931014969       
1347                ,00046     ,INDOCAFE COFFEMIX BAG 15``S,10216.25,PCS  ,9311931184082       
1348                ,00046     ,INDOCAFE COFFEMIX 5X20GR SAC,3858.75,DOS  ,9311931024036       
1349                ,00046     ,INDOCAFE COFFEMIX GSN 5,9843.75,PCS  ,9311931014150       
135                 ,00176     ,GERY WFR STIK COKLAT 45,1938.75,PCS  ,8992775311028       
1350                ,00046     ,INDOCAFE COFFEMIX JAHE 5,5031.25,PCS  ,9311931014143       
1351                ,00046     ,INDOCAFE FB 100 BTL,14423.75,PCS  ,9311931182064       
1352                ,00046     ,INDOCAFE FB 50 GELAS,7768.75,PCS  ,9311931182026       
1354                ,00071     ,EXTRA JOSS X, FIT TMD,JAHE,2687.50,PCS  ,8993058301101       
1356                ,00046     ,INDOCAFE OB 180 G,20707.50,PCS  ,9311931182484       
1358                ,00046     ,INDOCAFE OB 50G BTL,9473.75,PCS  ,9311931182354       
1359                ,00046     ,INDOCAFE OB 100G BTL,13312.50,PCS  ,9311931182361       
136                 ,00007     ,TIM TAM WFR ORANGE 100,6392.50,PCS  ,9556068724910       
1360                ,00046     ,INDOCAFE FB REF 100G,12622.50,PCS  ,9311931182262       
1361                ,00012     ,SOSRO GREEN TEA KY MNS 20,1901.25,PCS  ,8996006855275       
1362                ,00046     ,INDOCAFE SPC SET 150,12031.25,PCS  ,9311931188011       
1364                ,00046     ,INDOCAFE COFFEMIX KTK 5``S,4193.75,PCS  ,9311931184037       
1365                ,00046     ,INDOCAFE CREAMER 200 BTL,7906.25,PCS  ,9311931183047       
1370                ,00131     ,MR KUNIR ASAM,2500.00,DOS  ,8993007001021       
1379                ,00003     ,NESTLE CERELAC BM/KHIJAU 80,13500.00,PCS  ,8992696419469       
1380                ,00090     ,KRATINGDAENG REG.BTL 150M,3187.50,PCS  ,8886057883665       
1382                ,00174     ,DAHLIA WITH CASE K-23,10990.00,PCS  ,8886012800232       
1385                ,00112     ,TAS SPORTY,1093.75,PCS  ,1385                
1387                ,00172     ,MITU B SABUN MANDI BTL 200,10988.75,PCS  ,1387                
1388                ,00009     ,LEO SYRUP ALL VAR 650 ML,10990.00,PCS  ,1388                
1389                ,00172     ,MITU B SABUN MANDI REF.200ML,10990.00,PCS  ,8992745550440       
139                 ,00019     ,DELFI TAKE IT WFR 34,2598.75,PCS  ,8991001112156       
1390                ,00008     ,AGRO SARI STROW 500,56857.50,PCS  ,8995181600137       
1392                ,208       ,M-150 ENERGY DRINK 150ML,2900.00,PCS  ,8851123212038       
1393                ,00046     ,MAX CREAMER 50X3 GR,10381.25,PCS  ,9311931183146       
1394                ,00012     ,FRUIT TEA FUSION 200,1615.00,PCS  ,8996006853448       
1396                ,00012     ,FRUIT TEA MELON,1432.50,PCS  ,8996006841087       
1397                ,207       ,HOTIN CREAM ARMTHRP BTL 60ML,2406.25,PCS  ,8997021870557       
140                 ,00019     ,DELFI TAKE IT BISKUIT 38,2598.75,PCS  ,8991001112149       
1400                ,00175     ,NATURADE GOLD,5887.50,PCS  ,8992772333061       
1410                ,00046     ,MAX CREAMER 200 GR BTL,8923.75,PCS  ,9311931183023       
1412                ,00046     ,MAX CREAMER 500 GR DUS,17490.00,DOS  ,9311931183160       
1413                ,00046     ,MAX TEA LEMON TEA KTK 5`S,3630.00,PCS  ,9311931802207       
1414                ,00090     ,KRATIDAENG LOW SUGAR,3023.75,PCS  ,8886057001519       
1415                ,00046     ,MAX CREAMER TOPLES 280,10161.25,PCS  ,9311931183016       
1424                ,00019     ,PANTENE SHP A. LEPEK 70ML,3652.50,PCS  ,4902430792219       
1425                ,00040     ,SUKSESS MIE GRG AYAM KCP,4791.25,DOS  ,8998866201667       
1426                ,00019     ,REJOICE COND. P.SMOOTH 170ML,2970.00,PCS  ,4902430772167       
1427                ,00019     ,REJOICE SHP P.FRESH 170 ML ,3652.50,PCS  ,4902430772648       
1428                ,00176     ,CHOCOLATOS MATCHA DRINK10X28,9896.25,DOS  ,8992775000816       
143                 ,00176     ,GARUDA KCG KULIT BWG 90,3500.00,PCS  ,8992775112137       
1430                ,00112     ,BABYDOLL AMRO 1E,2523.75,PCS  ,1430                
1431                ,00112     ,BABYDOLL ANNE CLAIRE 1E,2523.75,PCS  ,                    
1432                ,00019     ,REJOICE SHP P.SMOOTH 170 ML,2523.75,PCS  ,4902430772020       
1436                ,00012     ,FRUIT TEA X-TREME 200,1615.00,PCS  ,8996006853462       
1438                ,00012     ,FRUIT TEA BLAST 200,1615.00,PCS  ,8996006853455       
1439                ,217       ,KACANG OVEN UWENAK 200,4791.25,PCS  ,1439                
144                 ,00103     ,BISKUAT SUSU 160,5001.25,PCS  ,8992716108465       
1440                ,00131     ,MR SLEEMING TEA 15`S,13100.00,PCS  ,8995151160029       
1441                ,00131     ,MR SLEEMING TEA BESAR,23100.00,PCS  ,8995151160012       
1443                ,00003     ,NESCAFE 3/1 CREME 25X16GR,21263.75,PCS  ,8992696415706       
1448                ,00175     ,INACO NATA SELASIH CUP ST200,3258.75,PCS  ,8992726964785       
1450                ,00176     ,NUTRI TEA APEL,6600.00,PCS  ,749921007193        
1451                ,00176     ,NUTRI TEA LEMON,6600.00,PCS  ,749921007162        
1454                ,00176     ,HORE MANGGA,2067.50,PCS  ,749921005212        
146                 ,00176     ,GERY KRAKER BERAS KEJU,7500.00,PCS  ,8992775313039       
1462                ,00176     ,NUTRISARI JRK KP 175 PCH,7515.00,PCS  ,749921005823        
1467                ,00176     ,NUTRISARI POUCH 175 MANIS,7515.00,PCS  ,749921005816        
1468                ,00176     ,NUTRISARIJRK NP 175 PCH,7515.00,PCS  ,749921005847        
1483                ,0179      ,SOSRO CELUP BLACK TEA,4687.50,SLOP ,8886007811052       
1484                ,0179      ,SOSRO CELUP HIJAU 25,5500.00,SLOP ,8886007811236       
1485                ,105       ,CALPICO MINI STRAW BTL 90,1250.00,PCS  ,8992714042068       
1486                ,0179      ,SOSRO CELUP MERAH 15,2000.00,SLOP ,8886007811533       
1487                ,0179      ,SOSRO CELUP MERAH 30`S,3437.50,SLOP ,8886007811076       
1488                ,0179      ,SOSRO CELUP MERAH 50,5937.50,SLOP ,8886007811502       
149                 ,00019     ,DELFI CHACHA MINI CHOCO 30,1870.00,BOX  ,8991001501042       
1490                ,A0110     ,CB MILK BATH SOFT&SMOOTH 400,2625.00,PCS  ,8998103101026       
1496                ,00069     ,SPRITE 1.5LT PET,11125.00,PCS  ,8992761136031       
1497                ,00069     ,SPRITE CAN 330 ML,3947.50,PCS  ,8992761111038       
1499                ,194       ,GOOD DAY CAPPU GRANUL 25,3802.50,RTG  ,8991002103764       
1504                ,00170     ,FRUTANG ASAM JAWA,715.00,PCS  ,8992780020281       
1505                ,188       ,ULTRA SARI ASEM ASLI 250,3500.00,DOS  ,8998009030031       
1506                ,A0098     ,WRD SEAWEED BALANCING FW 100,2812.50,PCS  ,8993137695213       
1507                ,0181      ,TEH GOPEK,1511.25,PCS  ,8992780010015       
1508                ,211       ,LILIN PMP/MEJA 12 S,21263.75,PCS  ,1508                
151                 ,00019     ,DELFI CHACHA PEANUT 80,4785.00,BOX  ,8991001501028       
1510                ,00008     ,AGRO SARI SIRSAT 500,3486.25,PCS  ,8995181600243       
1511                ,00069     ,SPRITE 500,4791.25,PCS  ,8993514110032       
1514                ,A0030     ,TORABIKA 3IN1 5X20GR,587.50,DOS  ,8998666001931       
1515                ,00158     ,TORABIKA 3 IN 1 BOX,4088.75,PCS  ,8886001100367       
1517                ,A0030     ,TORABIKA CAPPUCCINO 25G,968.75,DOS  ,8996001414002       
1518                ,00012     ,FRUIT TEA KLG BLACK,2916.25,PCS  ,8996006822314       
152                 ,00019     ,DELFI CHACHA PEANUT WRN 60 G,4785.00,BOX  ,8991001501097       
1520                ,00158     ,TORA CAFE VOLCANO 10X28G,5052.50,DOS  ,8998666002006       
1521                ,00012     ,FRUIT TEA KLG BLAST,2916.25,PCS  ,8996006853486       
1522                ,00012     ,FRUIT TEA KLG MELON,2603.75,PCS  ,8996006822383       
1526                ,A0030     ,TORABIKA DUO 5X25G,3575.00,DOS  ,8996001401033       
1527                ,A0098     ,WRD EXCL MATTE LIP C 09 4GR,2061.25,PCS  ,8993137694476       
1538                ,00158     ,ADEM SARI DUS 6`S,6228.75,BOX  ,8992772123068       
1539                ,00158     ,VEGETA ORANGE DUS,3281.25,BOX  ,8992772233040       
154                 ,00019     ,DELFI TAKE IT WAFER 17G,1251.25,PCS  ,8991001111425       
1540                ,00071     ,EXTRA JOSS-LG,4500.00,PCS  ,8993058100810       
1541                ,A0030     ,ENERGEN KCG HIJAU BAG 10,9843.75,DOS  ,8996001603048       
1543                ,00122     ,HEMAVITON HEALTH DRINK,2812.50,PCS  ,8999908059109       
1544                ,A0030     ,ENERGEN VANILA BAG 10,10468.75,DOS  ,8996001603031       
1548                ,A0049     ,RICHEESE AHH 50G,4031.25,PCS  ,8993175544740       
155                 ,00019     ,DELFI TOP CHOCO 16,1015.00,BOX  ,8991001242013       
1550                ,00019     ,BENDERA FRUITY  BTL ANGR 120,1137.50,PCS  ,8992753372003       
1552                ,00019     ,BENDERA FRUITY  BTL STRW 120,1137.50,PCS  ,8992753374007       
1557                ,00071     ,KARA SARI KLP PLAIN 360,3231.25,PCS  ,8992709416249       
1558                ,A0106     ,ABC TERASI UDANG 20 X 4.2,3347.50,PCS  ,711844340008        
1560                ,A0012     ,PIATOS DUO DGG BKR-NORI 25G,4480.00,PACK ,8996196003357       
1565                ,210       ,LOSOSA GARAM 100 GR,6250.00,PCS  ,8991045241003       
1567                ,A0106     ,ABC KCP ASIN 133 ML,2250.00,PCS  ,711844115057        
1568                ,00019     ,ABC KCP ASIN BTL 625,6712.50,PCS  ,711844115033        
1569                ,00019     ,ABC KCP MANIS 6X30ML,3691.25,DOS  ,8994907000381       
1571                ,00019     ,ABC KCP MANIS 620 BTL,15366.25,PCS  ,711844110052        
1572                ,A0106     ,ABC KCP MANIS BTL 275M,6715.00,PCS  ,711844110083        
1574                ,A0106     ,ABC KCP MNS 135 ML,3207.50,PCS  ,711844110113        
1575                ,0183      ,BUMBU PECEL TIDAK PEDAS,5000.00,PCS  ,8991199322191       
1577                ,A0106     ,ABC KCP MNS PET 600 ML,9453.75,PCS  ,711844110038        
1580                ,00019     ,ABC MACK CHILLI 155GR,3168.75,PCS  ,711844330306        
1581                ,A0106     ,ABC MACK TOMATO 425,7920.00,PCS  ,711844330214        
1582                ,00019     ,ABC MACK TOMATO SAUCE 155,3168.75,PCS  ,711844330207        
1583                ,A0106     ,ABC MACK CHILLI 425,7921.25,PCS  ,711844330313        
1584                ,A0106     ,ABC SBL ASLI 135 ML,3537.50,PCS  ,711844120037        
1585                ,00019     ,ABC SBL ASLI 335ML,7748.75,PCS  ,711844120013        
1586                ,A0106     ,ABC SBL ASLI SAC 24X9G (91),3891.25,PCS  ,711844120310        
1587                ,00019     ,ABC SBL EXT PEDAS 135,3537.50,PCS  ,711844120082        
1590                ,A0106     ,ABC SBL MANIS PEDAS135,3446.25,PCS  ,711844120105        
1594                ,00071     ,SUN KARA TETRA PACK 65,3331.25,PCS  ,8992717781025       
1595                ,A0106     ,ABC SAOS TOMAT SASET,3891.25,PCS  ,711844130319        
1596                ,A0106     ,ABC SARDINES CHILI 155,3598.75,PCS  ,711844330108        
1597                ,A0106     ,ABC SARDINES TOMAT 155,3546.25,PCS  ,711844330009        
1598                ,A0106     ,ABC SARDINES TOMAT 425,8207.50,PCS  ,711844330016        
1599                ,A0106     ,ABC SARDINES CHILI 425,8207.50,PCS  ,711844330115        
1600                ,00019     ,ABC SAUS ASAM MANIS 195,4842.50,PCS  ,711844140219        
1602                ,A0106     ,ABC SAUS TIRAM 195,7218.75,PCS  ,711844140028        
1603                ,00019     ,ABC SAUS TIRAM 425,10586.25,PCS  ,711844140011        
1604                ,A0106     ,ABC SBL EX PEDAS 335ML,7733.75,PCS  ,711844120075        
1605                ,00019     ,ABC SBL MNS PEDAS 335ML,7750.00,PCS  ,711844120099        
1606                ,00016     ,FINNA BUMBU TOM YAM 50,2533.75,PCS  ,8991818110338       
